Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
684,-118.34,34.02,49.0,1609.0,371.0,896.0,389.0,2.5156,<1H OCEAN,150938.01
685,-122.04,37.5,17.0,407.0,97.0,307.0,100.0,3.1696,NEAR BAY,183643.0
686,-117.11,32.77,50.0,1729.0,355.0,617.0,337.0,3.6705,NEAR OCEAN,209590.0
687,-122.08,37.61,26.0,2261.0,443.0,1039.0,395.0,3.7931,NEAR BAY,213738.0
688,-118.48,34.02,11.0,72.0,16.0,150.0,20.0,2.625,<1H OCEAN,275575.07
689,-117.9,33.65,24.0,4496.0,877.0,1928.0,855.0,4.6808,<1H OCEAN,251198.03
690,-118.04,33.8,33.0,2685.0,466.0,1359.0,476.0,5.0261,<1H OCEAN,231946.0
691,-117.5,34.04,4.0,3428.0,649.0,2158.0,632.0,5.0175,INLAND,160490.0
692,-122.49,37.76,52.0,2564.0,502.0,1092.0,459.0,3.5302,NEAR BAY,335996.0
693,-121.44,38.73,25.0,1287.0,224.0,727.0,236.0,4.7396,INLAND,155667.0
694,-117.14,33.12,7.0,6126.0,1032.0,2662.0,923.0,4.9005,<1H OCEAN,225076.0
695,-117.55,33.9,21.0,1839.0,324.0,871.0,307.0,3.4459,INLAND,155336.0
696,-118.32,34.2,36.0,1978.0,337.0,834.0,311.0,3.9866,<1H OCEAN,235191.0
697,-118.32,33.75,33.0,2996.0,398.0,1048.0,387.0,9.267,NEAR OCEAN,497375.96
698,-122.31,37.53,39.0,1160.0,191.0,508.0,185.0,5.9539,NEAR OCEAN,356393.05
699,-121.67,40.89,17.0,2548.0,537.0,1118.0,461.0,2.267,INLAND,83950.0
700,-122.39,38.0,33.0,44.0,6.0,23.0,11.0,4.125,NEAR BAY,250413.06
701,-122.4,37.59,22.0,2754.0,477.0,1163.0,479.0,6.2306,NEAR OCEAN,418424.36
702,-118.43,34.2,28.0,3386.0,,2240.0,737.0,3.0221,<1H OCEAN,206367.0
703,-122.21,40.18,30.0,744.0,156.0,410.0,165.0,2.1898,INLAND,68744.0
704,-117.96,33.92,18.0,3744.0,1027.0,1654.0,912.0,3.2158,<1H OCEAN,188250.0
705,-118.42,34.2,24.0,3148.0,908.0,2850.0,839.0,1.9549,<1H OCEAN,184025.0
706,-119.96,38.94,19.0,1429.0,292.0,585.0,188.0,2.2589,INLAND,110971.0
707,-122.05,37.9,32.0,4498.0,862.0,1818.0,851.0,4.8088,NEAR BAY,290646.01
708,-116.12,33.53,17.0,2421.0,820.0,2971.0,685.0,1.654,INLAND,67870.0
709,-118.06,34.1,38.0,3229.0,636.0,1599.0,609.0,3.8646,<1H OCEAN,257743.0
710,-117.94,33.81,34.0,1290.0,203.0,664.0,204.0,5.8461,<1H OCEAN,277911.06
711,-117.97,34.04,32.0,1507.0,295.0,1326.0,324.0,4.119,<1H OCEAN,167878.0
712,-118.99,35.37,36.0,832.0,198.0,814.0,174.0,1.4773,INLAND,52265.0
713,-117.21,34.04,14.0,3063.0,426.0,1570.0,419.0,6.2917,INLAND,211843.0
714,-120.33,38.0,14.0,1944.0,330.0,822.0,314.0,3.5,INLAND,131055.0
715,-122.41,37.8,30.0,1821.0,738.0,1648.0,684.0,0.8836,NEAR BAY,299771.38
716,-117.99,33.87,34.0,1239.0,307.0,869.0,291.0,3.59,<1H OCEAN,182453.0
717,-116.31,33.66,7.0,4497.0,831.0,2248.0,713.0,3.6354,INLAND,124407.0
718,-116.92,32.76,7.0,1659.0,237.0,862.0,242.0,5.2741,<1H OCEAN,186147.0
719,-117.74,34.07,52.0,1868.0,316.0,947.0,328.0,4.2415,INLAND,194345.98
720,-119.4,37.09,22.0,2211.0,477.0,773.0,288.0,3.3269,INLAND,112147.0
721,-122.24,37.72,5.0,18634.0,2885.0,7427.0,2718.0,7.611,NEAR BAY,399774.16
722,-124.06,40.86,34.0,4183.0,,1891.0,669.0,3.2216,NEAR OCEAN,112179.0
723,-118.6,34.08,40.0,866.0,181.0,399.0,176.0,6.91,<1H OCEAN,474632.71
724,-122.16,37.7,36.0,2239.0,391.0,1203.0,379.0,5.0043,NEAR BAY,230040.0
725,-116.2,33.7,26.0,2399.0,625.0,2654.0,535.0,2.2989,INLAND,72592.0
726,-121.3,38.61,25.0,2707.0,464.0,1423.0,490.0,4.3235,INLAND,141554.0
727,-117.91,33.91,27.0,2181.0,501.0,1555.0,488.0,3.6106,<1H OCEAN,169515.0
728,-122.25,37.46,33.0,6841.0,950.0,2681.0,980.0,7.1088,NEAR OCEAN,441894.12
729,-118.75,34.27,20.0,3495.0,449.0,1629.0,428.0,5.8096,<1H OCEAN,250158.0
730,-121.89,36.63,20.0,1834.0,554.0,971.0,514.0,3.0383,<1H OCEAN,218680.0
731,-117.69,34.07,34.0,4055.0,739.0,2470.0,753.0,3.8586,INLAND,135395.0
732,-120.02,39.24,24.0,1602.0,426.0,751.0,257.0,1.7609,INLAND,158533.0
733,-118.28,34.76,19.0,3430.0,601.0,1817.0,571.0,4.7875,INLAND,151943.0
734,-121.89,38.01,28.0,3639.0,751.0,2362.0,641.0,3.0042,INLAND,120438.0
735,-122.79,39.02,23.0,642.0,203.0,265.0,84.0,1.8833,INLAND,93818.0
736,-116.98,32.77,29.0,3558.0,447.0,1097.0,445.0,8.093,<1H OCEAN,435257.38
737,-118.15,34.04,39.0,1099.0,263.0,787.0,269.0,3.7794,<1H OCEAN,219634.0
738,-118.16,34.08,43.0,1523.0,378.0,1338.0,352.0,3.2031,<1H OCEAN,197491.0
739,-122.46,37.74,52.0,2053.0,281.0,791.0,287.0,10.959,NEAR BAY,500001.0
740,-122.73,38.46,14.0,4042.0,1298.0,2323.0,1158.0,2.0651,<1H OCEAN,207168.11
741,-118.17,34.03,43.0,1636.0,506.0,1855.0,502.0,2.2902,<1H OCEAN,140216.0
742,-121.47,38.68,19.0,946.0,182.0,474.0,173.0,5.0155,INLAND,163105.0
743,-118.14,33.96,38.0,590.0,139.0,620.0,132.0,2.1731,<1H OCEAN,158792.0
744,-121.99,37.33,35.0,1802.0,291.0,841.0,315.0,4.8365,<1H OCEAN,270364.0
745,-120.92,37.63,39.0,45.0,8.0,22.0,9.0,1.7679,INLAND,216279.24
746,-116.9,34.52,20.0,3481.0,840.0,1694.0,587.0,1.4,INLAND,79243.0
747,-119.07,35.27,25.0,3081.0,635.0,1830.0,591.0,2.5804,INLAND,76211.0
748,-121.84,37.38,34.0,762.0,182.0,611.0,193.0,3.5625,<1H OCEAN,205144.0
749,-119.34,36.21,30.0,749.0,214.0,537.0,199.0,0.8229,INLAND,58085.0
750,-117.66,33.59,18.0,4552.0,706.0,1918.0,671.0,7.5791,<1H OCEAN,321655.04
751,-122.01,37.54,32.0,2572.0,406.0,1128.0,395.0,5.0,NEAR BAY,244795.0
752,-117.31,34.41,14.0,3019.0,643.0,1639.0,582.0,1.5288,INLAND,89741.0
753,-122.32,38.32,19.0,2922.0,417.0,1221.0,442.0,5.8002,NEAR BAY,267285.02
754,-118.43,34.01,27.0,3133.0,1021.0,2242.0,1002.0,2.697,<1H OCEAN,321009.05
755,-118.09,33.9,37.0,1112.0,222.0,771.0,224.0,4.2132,<1H OCEAN,167073.0
756,-122.42,37.73,50.0,3426.0,769.0,2261.0,671.0,2.888,NEAR BAY,270969.03
757,-117.27,32.85,26.0,1373.0,,608.0,268.0,4.425,NEAR OCEAN,333885.11
758,-122.1,40.05,26.0,633.0,129.0,305.0,140.0,2.1827,INLAND,78110.0
759,-116.22,33.74,26.0,4120.0,858.0,2918.0,815.0,3.3107,INLAND,97502.0
760,-120.11,36.96,17.0,3344.0,570.0,1624.0,536.0,3.8952,INLAND,124059.0
761,-117.11,32.77,52.0,1506.0,233.0,478.0,240.0,4.3875,NEAR OCEAN,251185.02
762,-122.03,37.95,32.0,1955.0,313.0,804.0,317.0,4.9485,NEAR BAY,204374.0
763,-118.42,34.0,14.0,3771.0,1180.0,2355.0,978.0,3.1603,<1H OCEAN,337393.03
764,-122.43,37.79,52.0,6186.0,1566.0,2065.0,1374.0,5.8543,NEAR BAY,472260.71
765,-117.05,32.96,18.0,3593.0,661.0,1992.0,626.0,4.8295,<1H OCEAN,195835.0
766,-121.84,38.13,33.0,596.0,105.0,212.0,94.0,4.2813,INLAND,155240.0
767,-118.27,33.86,33.0,1685.0,333.0,1484.0,318.0,4.3527,<1H OCEAN,171728.0
768,-118.36,33.92,19.0,2807.0,883.0,1546.0,815.0,2.6375,<1H OCEAN,214964.0
769,-118.37,34.09,22.0,4247.0,1253.0,1766.0,1170.0,3.1517,<1H OCEAN,343415.05
770,-122.92,39.05,16.0,1548.0,295.0,605.0,250.0,3.5652,INLAND,138772.0
771,-118.11,34.06,14.0,2628.0,668.0,2208.0,574.0,2.9764,<1H OCEAN,191982.0
772,-118.25,33.9,42.0,1386.0,320.0,1163.0,319.0,2.4271,<1H OCEAN,105363.0
773,-117.01,32.8,17.0,1558.0,479.0,803.0,431.0,2.6934,<1H OCEAN,142744.0
774,-121.43,38.56,46.0,1316.0,244.0,452.0,245.0,3.0938,INLAND,126465.0
775,-117.94,33.84,25.0,4016.0,831.0,2166.0,774.0,3.1884,<1H OCEAN,203647.0
776,-122.25,37.49,43.0,2607.0,477.0,1225.0,461.0,4.224,NEAR OCEAN,360248.02
777,-121.18,38.07,21.0,2333.0,377.0,1073.0,332.0,4.8125,INLAND,172943.0
778,-117.95,33.67,25.0,1799.0,233.0,810.0,265.0,8.289,<1H OCEAN,384497.22
779,-121.99,37.36,33.0,2677.0,644.0,1469.0,633.0,3.2048,<1H OCEAN,246828.0
780,-120.91,38.11,9.0,3585.0,680.0,1800.0,598.0,3.636,INLAND,139612.0
781,-118.21,33.96,43.0,1686.0,446.0,1590.0,474.0,2.3241,<1H OCEAN,151921.0
782,-121.15,40.25,14.0,5156.0,880.0,616.0,281.0,3.3462,INLAND,127529.0
783,-121.76,36.92,36.0,2096.0,409.0,1454.0,394.0,3.2216,<1H OCEAN,176743.0
784,-118.48,33.96,16.0,895.0,181.0,237.0,149.0,12.0088,<1H OCEAN,494398.83
785,-117.71,33.57,4.0,3289.0,753.0,1285.0,651.0,4.045,<1H OCEAN,223524.04
786,-119.29,36.32,27.0,1513.0,374.0,839.0,350.0,1.2012,INLAND,52397.0
787,-124.18,40.79,40.0,1398.0,311.0,788.0,279.0,1.4668,NEAR OCEAN,68775.0
788,-121.32,37.98,20.0,1591.0,589.0,1916.0,536.0,1.3531,INLAND,93795.0
789,-120.91,37.73,31.0,840.0,154.0,429.0,150.0,2.4063,INLAND,106212.0
790,-122.49,37.75,45.0,2341.0,461.0,1092.0,438.0,4.8036,NEAR OCEAN,303834.01
791,-122.08,37.63,34.0,1619.0,293.0,1148.0,310.0,4.0326,NEAR BAY,173026.0
792,-122.43,37.73,52.0,1142.0,224.0,494.0,206.0,5.0602,NEAR BAY,296950.0
793,-118.5,34.02,24.0,2924.0,1013.0,1492.0,943.0,2.775,<1H OCEAN,381480.15
794,-118.43,34.04,52.0,1782.0,308.0,735.0,307.0,5.2954,<1H OCEAN,411148.15
795,-121.28,37.94,40.0,2806.0,685.0,2268.0,635.0,1.8814,INLAND,64280.0
796,-120.84,35.32,17.0,4197.0,802.0,1656.0,732.0,3.526,NEAR OCEAN,278093.0
797,-118.03,33.83,25.0,768.0,195.0,529.0,184.0,3.175,<1H OCEAN,210880.0
798,-117.07,32.8,31.0,2550.0,395.0,1017.0,405.0,5.1488,<1H OCEAN,194612.0
799,-121.94,37.31,30.0,1680.0,312.0,858.0,310.0,4.0474,<1H OCEAN,240041.0
800,-122.17,37.69,24.0,2262.0,391.0,1125.0,366.0,4.7609,NEAR BAY,236485.01
801,-118.18,33.92,32.0,2035.0,519.0,2282.0,480.0,3.2734,<1H OCEAN,150106.0
802,-118.27,34.02,21.0,1314.0,375.0,1505.0,366.0,2.319,<1H OCEAN,144131.01
803,-119.17,34.16,17.0,5276.0,1020.0,4066.0,984.0,4.5828,NEAR OCEAN,281704.01
804,-117.09,32.99,16.0,2175.0,327.0,1037.0,326.0,5.1909,<1H OCEAN,175107.0
805,-117.9,34.13,5.0,1126.0,316.0,819.0,311.0,1.5,<1H OCEAN,218562.13
806,-122.5,37.77,52.0,2433.0,454.0,1070.0,420.0,4.125,NEAR BAY,359654.04
807,-120.51,41.35,16.0,2843.0,564.0,892.0,386.0,2.5074,INLAND,67508.0
808,-118.64,34.22,25.0,2762.0,410.0,1166.0,439.0,6.8643,<1H OCEAN,363690.15
809,-118.0,34.15,48.0,3436.0,673.0,1540.0,648.0,4.275,INLAND,258263.0
810,-121.44,38.63,33.0,1077.0,271.0,753.0,236.0,1.3462,INLAND,61425.0
811,-117.13,32.8,35.0,2129.0,382.0,1044.0,350.0,3.9732,NEAR OCEAN,171681.0
812,-121.29,37.93,24.0,1438.0,351.0,1294.0,342.0,2.7829,INLAND,112865.0
813,-118.17,34.18,38.0,1280.0,231.0,828.0,237.0,4.375,<1H OCEAN,217112.0
814,-117.9,33.71,16.0,4208.0,630.0,2592.0,662.0,6.1966,<1H OCEAN,287036.0
815,-117.11,32.58,21.0,2894.0,685.0,2109.0,712.0,2.2755,NEAR OCEAN,121073.0
816,-119.09,36.21,43.0,1335.0,280.0,943.0,288.0,1.9861,INLAND,58227.0
817,-118.38,34.27,8.0,3248.0,847.0,2608.0,731.0,2.8214,<1H OCEAN,175328.0
818,-118.15,34.69,32.0,1300.0,234.0,712.0,249.0,3.25,INLAND,106839.0
819,-118.13,34.16,52.0,1787.0,427.0,1107.0,410.0,2.5664,<1H OCEAN,188457.0
820,-118.36,34.23,15.0,2485.0,742.0,1994.0,670.0,2.8333,<1H OCEAN,189905.0
821,-117.18,34.06,28.0,699.0,180.0,432.0,168.0,2.1875,INLAND,83610.0
822,-121.68,39.13,17.0,1969.0,297.0,717.0,268.0,3.4698,INLAND,111069.0
823,-122.03,37.31,19.0,2885.0,859.0,1520.0,784.0,3.375,<1H OCEAN,267115.0
824,-118.36,34.03,36.0,1083.0,342.0,1023.0,295.0,2.1324,<1H OCEAN,140283.0
825,-122.41,37.79,52.0,6016.0,2509.0,3436.0,2119.0,2.5166,NEAR BAY,288463.08
826,-120.95,37.64,32.0,3487.0,740.0,1957.0,685.0,2.7209,INLAND,112597.0
827,-117.15,32.77,16.0,2056.0,631.0,847.0,569.0,2.9576,NEAR OCEAN,158360.0
828,-118.01,34.05,31.0,1135.0,355.0,1717.0,368.0,2.1602,<1H OCEAN,162322.0
829,-121.35,38.66,8.0,3322.0,805.0,1694.0,774.0,2.7011,INLAND,129067.0
830,-122.62,38.24,33.0,1369.0,280.0,758.0,246.0,4.0341,<1H OCEAN,215396.0
831,-118.21,34.09,39.0,1561.0,445.0,1780.0,391.0,2.4632,<1H OCEAN,144967.0
832,-121.84,36.94,29.0,4921.0,967.0,2319.0,823.0,4.9517,NEAR OCEAN,292104.0
833,-117.1,32.76,30.0,1835.0,474.0,934.0,415.0,2.875,NEAR OCEAN,156264.0
834,-118.18,33.8,15.0,2407.0,589.0,1591.0,506.0,3.0513,NEAR OCEAN,197702.0
835,-119.63,36.7,42.0,1338.0,215.0,617.0,222.0,3.0833,INLAND,89065.0
836,-118.11,33.74,43.0,1222.0,303.0,565.0,309.0,4.8482,NEAR OCEAN,402546.08
837,-121.56,38.58,32.0,2070.0,561.0,2046.0,523.0,1.9426,INLAND,78695.0
838,-119.27,35.87,12.0,972.0,269.0,1134.0,286.0,1.63,INLAND,55543.0
839,-120.02,36.95,25.0,2115.0,482.0,1976.0,474.0,1.8431,INLAND,57621.0
840,-118.1,33.76,15.0,4690.0,1002.0,1879.0,974.0,5.6051,NEAR OCEAN,362167.22
841,-120.18,39.28,14.0,10098.0,1545.0,701.0,254.0,4.0819,INLAND,200133.0
842,-117.12,32.75,37.0,2344.0,546.0,1134.0,513.0,2.4394,NEAR OCEAN,129015.0
843,-121.9,38.01,34.0,3779.0,766.0,2356.0,722.0,3.5129,INLAND,129551.0
844,-119.97,36.57,17.0,1497.0,308.0,1425.0,247.0,2.0313,INLAND,56755.0
845,-116.24,33.76,9.0,1961.0,595.0,966.0,275.0,3.8125,INLAND,104517.0
846,-118.12,34.16,52.0,2218.0,437.0,1211.0,422.0,5.0237,<1H OCEAN,307309.02
847,-121.67,39.37,27.0,2599.0,502.0,1241.0,502.0,1.9943,INLAND,62327.0
848,-121.99,37.4,35.0,1845.0,325.0,1343.0,317.0,5.3912,<1H OCEAN,248957.0
849,-121.91,37.33,52.0,2212.0,563.0,1195.0,532.0,2.894,<1H OCEAN,210999.0
850,-120.01,39.26,26.0,1930.0,391.0,307.0,138.0,2.6023,INLAND,126302.0
851,-117.16,33.61,3.0,2744.0,428.0,1223.0,366.0,4.7944,<1H OCEAN,217638.01
852,-118.15,34.18,45.0,2612.0,664.0,3117.0,584.0,2.3029,<1H OCEAN,148262.0
853,-118.03,33.87,16.0,2306.0,393.0,1368.0,387.0,5.93,<1H OCEAN,269977.01
854,-122.48,37.72,46.0,2403.0,638.0,1281.0,603.0,3.2321,NEAR OCEAN,265540.0
855,-120.96,37.64,36.0,60.0,12.0,51.0,14.0,3.625,INLAND,158754.0
856,-117.32,34.1,42.0,801.0,176.0,711.0,183.0,1.8681,INLAND,68249.0
857,-117.33,34.06,48.0,732.0,149.0,486.0,139.0,2.5673,INLAND,102087.0
858,-118.15,34.13,50.0,2443.0,494.0,947.0,451.0,4.7344,<1H OCEAN,323033.04
859,-118.31,34.16,37.0,2144.0,446.0,860.0,435.0,3.9464,<1H OCEAN,280154.02
860,-121.87,37.39,16.0,2655.0,487.0,1862.0,448.0,6.057,<1H OCEAN,254802.0
861,-117.09,32.57,10.0,2198.0,368.0,1645.0,350.0,4.5547,NEAR OCEAN,149098.0
862,-117.87,33.84,16.0,1545.0,354.0,730.0,350.0,4.5112,<1H OCEAN,223213.01
863,-122.14,37.85,27.0,9147.0,1276.0,3371.0,1269.0,7.3267,NEAR BAY,390440.03
864,-118.06,34.06,28.0,2127.0,625.0,3160.0,620.0,2.5763,<1H OCEAN,164082.0
865,-118.08,34.13,46.0,1238.0,147.0,377.0,145.0,8.4546,INLAND,471474.6
866,-116.91,32.86,10.0,3699.0,838.0,2310.0,759.0,2.5365,<1H OCEAN,119964.0
867,-123.01,38.79,32.0,2697.0,529.0,1417.0,535.0,3.2546,<1H OCEAN,157667.0
868,-119.09,35.3,3.0,2821.0,519.0,1353.0,495.0,3.6852,INLAND,85785.0
869,-117.65,33.57,5.0,1998.0,500.0,1185.0,446.0,4.3542,<1H OCEAN,203207.05
870,-117.18,34.07,28.0,1306.0,279.0,885.0,255.0,2.1154,INLAND,79894.0
871,-118.05,34.07,32.0,4492.0,1075.0,4119.0,1035.0,3.2373,<1H OCEAN,197861.0
872,-119.67,34.38,28.0,1814.0,526.0,849.0,420.0,3.1625,<1H OCEAN,283347.03
873,-120.15,37.69,13.0,866.0,252.0,369.0,165.0,2.875,INLAND,122014.0
874,-117.26,32.85,30.0,3652.0,499.0,978.0,462.0,8.2374,NEAR OCEAN,451817.51
875,-118.36,33.96,37.0,2146.0,573.0,2009.0,592.0,3.6583,<1H OCEAN,205746.0
876,-122.25,40.42,17.0,1429.0,265.0,692.0,245.0,2.8611,INLAND,103242.0
877,-122.64,41.74,33.0,2644.0,459.0,1113.0,483.0,3.3095,INLAND,99778.0
878,-118.33,34.06,52.0,1368.0,231.0,737.0,248.0,8.3617,<1H OCEAN,471856.57
879,-118.51,34.2,33.0,2327.0,479.0,1166.0,472.0,4.2344,<1H OCEAN,229511.0
880,-118.32,34.09,34.0,1478.0,675.0,1976.0,653.0,2.0557,<1H OCEAN,230023.02
881,-117.75,34.05,37.0,378.0,92.0,503.0,103.0,2.1908,INLAND,123373.0
882,-121.59,36.55,34.0,737.0,140.0,362.0,138.0,5.1788,<1H OCEAN,293791.02
883,-117.46,34.1,7.0,1759.0,473.0,1064.0,328.0,1.9583,INLAND,114860.0
884,-117.97,33.74,18.0,2814.0,539.0,1439.0,493.0,3.599,<1H OCEAN,191197.0
885,-117.03,32.69,5.0,3201.0,532.0,2061.0,536.0,5.0829,NEAR OCEAN,192741.0
886,-117.91,33.91,32.0,1530.0,301.0,666.0,276.0,4.125,<1H OCEAN,201762.0
887,-122.39,37.73,43.0,4864.0,972.0,3134.0,959.0,4.3393,NEAR BAY,272337.01
888,-118.36,33.99,35.0,3702.0,648.0,1449.0,614.0,5.3194,<1H OCEAN,311114.06
889,-118.36,34.1,52.0,1096.0,247.0,423.0,230.0,3.0179,<1H OCEAN,367649.07
890,-117.02,32.71,20.0,4050.0,745.0,2870.0,761.0,3.7366,NEAR OCEAN,123908.0
891,-118.04,33.83,20.0,1488.0,312.0,972.0,283.0,4.055,<1H OCEAN,207120.0
892,-117.09,33.1,21.0,2876.0,539.0,1387.0,499.0,3.8292,<1H OCEAN,187367.0
893,-121.99,37.81,17.0,465.0,83.0,146.0,75.0,4.9018,<1H OCEAN,289445.08
894,-118.26,33.9,38.0,1566.0,318.0,981.0,318.0,4.0234,<1H OCEAN,146223.0
895,-118.14,34.69,34.0,1439.0,327.0,708.0,298.0,3.2699,INLAND,107602.0
896,-122.3,37.98,25.0,3807.0,806.0,1821.0,792.0,3.6518,NEAR BAY,162122.0
897,-118.23,34.1,46.0,2483.0,587.0,2121.0,553.0,2.2788,<1H OCEAN,171126.0
898,-122.2,37.8,52.0,1547.0,293.0,706.0,268.0,4.7721,NEAR BAY,315258.0
899,-121.35,38.4,11.0,2322.0,459.0,1373.0,424.0,3.175,INLAND,117184.0
900,-119.26,35.87,24.0,1590.0,390.0,1686.0,372.0,1.6469,INLAND,50416.0
901,-118.19,33.9,36.0,2326.0,543.0,2073.0,494.0,1.9952,<1H OCEAN,123473.0
902,-122.51,38.17,8.0,5875.0,1115.0,2808.0,1029.0,3.6392,NEAR BAY,211052.0
903,-121.24,38.67,28.0,3558.0,589.0,1742.0,581.0,4.0182,INLAND,141571.0
904,-117.46,34.07,19.0,3155.0,572.0,2482.0,642.0,2.9973,INLAND,109162.0
905,-118.19,33.99,40.0,1547.0,434.0,1930.0,427.0,3.3869,<1H OCEAN,158195.0
906,-122.04,37.34,25.0,1994.0,287.0,704.0,283.0,7.7799,<1H OCEAN,417715.09
907,-118.33,34.1,48.0,1116.0,524.0,1610.0,483.0,1.625,<1H OCEAN,217759.0
908,-117.96,33.83,29.0,1194.0,176.0,474.0,170.0,6.1001,<1H OCEAN,290699.08
909,-117.93,33.85,36.0,2147.0,416.0,1011.0,392.0,3.2188,<1H OCEAN,206990.0
910,-124.1,40.88,35.0,2987.0,578.0,1581.0,585.0,2.0657,NEAR OCEAN,83000.0
911,-122.16,37.74,43.0,1534.0,300.0,826.0,295.0,4.0417,NEAR BAY,158983.0
912,-117.8,33.52,50.0,1152.0,341.0,519.0,225.0,3.053,<1H OCEAN,253622.11
913,-121.02,39.17,17.0,2277.0,459.0,1149.0,476.0,3.2303,INLAND,150028.0
914,-122.23,40.15,14.0,2297.0,573.0,1637.0,551.0,1.787,INLAND,80705.0
915,-117.92,33.75,8.0,2325.0,598.0,1511.0,565.0,3.3629,<1H OCEAN,166077.0
916,-122.7,38.35,14.0,2313.0,,954.0,397.0,3.7813,<1H OCEAN,181459.0
917,-118.36,33.95,26.0,3231.0,1089.0,3193.0,1020.0,2.6535,<1H OCEAN,165832.0
918,-117.82,33.73,24.0,845.0,190.0,482.0,190.0,4.7039,<1H OCEAN,193880.0
919,-117.85,33.86,18.0,329.0,72.0,209.0,71.0,4.6806,<1H OCEAN,180663.01
920,-118.43,34.03,39.0,1733.0,429.0,855.0,387.0,3.2308,<1H OCEAN,356577.11
921,-118.18,33.77,41.0,2048.0,601.0,852.0,533.0,2.5726,NEAR OCEAN,232823.0
922,-117.25,33.22,19.0,2167.0,443.0,1654.0,435.0,3.5,<1H OCEAN,165947.0
923,-118.21,34.07,31.0,1077.0,300.0,1198.0,274.0,2.1333,<1H OCEAN,151434.0
924,-118.31,33.82,39.0,2198.0,425.0,1160.0,436.0,4.1406,<1H OCEAN,295994.0
925,-124.1,40.5,42.0,2380.0,553.0,1300.0,504.0,1.7574,<1H OCEAN,81162.0
926,-117.14,33.07,12.0,9302.0,1603.0,4074.0,1504.0,4.3513,<1H OCEAN,213348.0
927,-118.2,34.1,30.0,3643.0,1197.0,4336.0,1163.0,2.07,<1H OCEAN,171905.0
928,-118.65,36.57,20.0,1431.0,416.0,570.0,225.0,1.4821,INLAND,64820.99
929,-118.37,34.21,36.0,2080.0,455.0,1939.0,484.0,4.2875,<1H OCEAN,206787.01
930,-118.04,33.72,15.0,1836.0,490.0,942.0,477.0,4.0238,<1H OCEAN,207574.0
931,-121.27,37.96,52.0,583.0,114.0,310.0,93.0,2.5625,INLAND,109101.0
932,-121.67,36.58,11.0,5892.0,837.0,2327.0,812.0,6.1551,<1H OCEAN,295132.02
933,-118.01,33.66,19.0,4559.0,1045.0,1949.0,910.0,4.355,NEAR OCEAN,275021.0
934,-118.3,33.97,50.0,2270.0,451.0,1000.0,412.0,2.1221,<1H OCEAN,114353.0
935,-121.63,38.03,17.0,2549.0,596.0,1169.0,500.0,3.6694,INLAND,148366.0
936,-122.33,37.93,34.0,2326.0,471.0,1356.0,441.0,2.3475,NEAR BAY,112746.0
937,-119.71,34.43,18.0,1170.0,372.0,681.0,346.0,2.1974,<1H OCEAN,237465.02
938,-122.27,37.9,52.0,2079.0,273.0,684.0,275.0,7.9556,NEAR BAY,408471.06
939,-117.37,33.99,44.0,917.0,224.0,666.0,220.0,1.685,INLAND,93226.0
940,-118.34,33.86,35.0,1936.0,343.0,1008.0,346.0,5.4791,<1H OCEAN,278098.0
941,-117.7,33.72,6.0,211.0,51.0,125.0,44.0,1.9659,<1H OCEAN,174004.01
942,-115.6,32.87,3.0,1629.0,317.0,1005.0,312.0,4.1293,INLAND,125474.0
943,-122.14,37.68,31.0,3184.0,716.0,1561.0,628.0,2.7955,NEAR BAY,172815.0
944,-118.35,33.94,36.0,2225.0,601.0,2755.0,610.0,2.5547,<1H OCEAN,153648.0
945,-118.36,34.09,36.0,1616.0,465.0,773.0,429.0,2.6,<1H OCEAN,285517.06
946,-122.5,37.59,36.0,1521.0,253.0,736.0,241.0,4.3542,NEAR OCEAN,325998.0
947,-121.99,37.34,27.0,3353.0,653.0,1571.0,621.0,5.273,<1H OCEAN,289550.0
948,-117.18,32.78,21.0,4185.0,1018.0,3122.0,993.0,3.0481,NEAR OCEAN,198037.0
949,-122.11,37.37,22.0,1477.0,195.0,520.0,187.0,10.3329,NEAR BAY,500001.0
950,-117.06,32.7,12.0,3943.0,737.0,3280.0,751.0,4.112,NEAR OCEAN,148859.0
951,-117.97,34.13,33.0,2038.0,473.0,1546.0,469.0,3.4777,INLAND,151677.0
952,-122.09,39.13,28.0,4169.0,895.0,2587.0,810.0,2.331,INLAND,84430.0
953,-118.37,34.19,41.0,2924.0,867.0,2751.0,836.0,2.1,<1H OCEAN,186222.0
954,-120.7,38.69,13.0,4492.0,821.0,2093.0,734.0,4.0709,INLAND,174277.0
955,-121.89,40.97,26.0,1183.0,276.0,513.0,206.0,2.225,INLAND,65608.0
956,-117.99,33.76,30.0,1572.0,362.0,1351.0,359.0,3.369,<1H OCEAN,191326.0
957,-117.85,33.8,40.0,1461.0,286.0,1322.0,264.0,4.3269,<1H OCEAN,193348.0
958,-117.99,34.18,38.0,2981.0,432.0,1063.0,437.0,6.5254,INLAND,381345.19
959,-121.55,38.55,10.0,6227.0,1164.0,2909.0,1077.0,4.106,INLAND,176860.0
960,-118.06,34.08,42.0,1988.0,402.0,1239.0,402.0,3.2569,<1H OCEAN,202226.0
961,-122.53,39.09,11.0,1264.0,271.0,370.0,177.0,1.3,INLAND,105589.0
